"term","regex","class","notes","concept_id","preferred_label","original_term","original_class","abc_role","abc_subrole","domain","concept_family","node_level","analysis_tier","atlas_layer","include_primary","primary_atlas_eligible","retain_reason","interpretation_note","regex_qc_action","corpus_hit_n","corpus_hit_pct","example_pmids"
"fibroblastic_foci","(?i:\b(fibroblastic\s+foci)\b)","pattern","vNext: UIP pathology feature; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_124","fibroblastic foci","fibroblastic_foci","pattern","B","B_injury_or_pattern_descriptor","radiographic_or_pathologic_pattern","radiographic_or_pathologic_pattern","specific","main","primary_atlas","True","True","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",8,0.54,"39362770;38002712;37072760"
"RB_ILD","(?i:\b(RB-?ILD|respiratory\s+bronchiolitis[-\s]?associated\s+interstitial\s+lung\s+disease)\b)","pattern","vNext: smoking-related ILD; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_125","RB ILD","RB_ILD","pattern","B","B_injury_or_pattern_descriptor","radiographic_or_pathologic_pattern","smoking_related_ILD_pattern","specific","main","primary_atlas","True","True","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",1,0.07,"22941885"
"DIP","(?:\bDIP\b|(?i:\bdesquamative\s+interstitial\s+pneumonia\b))","pattern","vNext: smoking-related ILD; v2_patch: uppercase-only acronym; avoids general-word false positives; safe_complete_patch_20260519; tightened; Removed standalone DIP acronym; retained full ILD pattern phrase.; v2_qc: Allowed uppercase DIP acronym only plus full phrase; avoids lower-case dip word matches.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_126","DIP","DIP","pattern","B","B_injury_or_pattern_descriptor","radiographic_or_pathologic_pattern","smoking_related_ILD_pattern","specific","main","primary_atlas","True","True","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",7,0.47,"26240772;22941885;22560113"
"GAP_index","(?i:\b(GAP\s+(index|stage))\b)","severity_index","vNext: prognostic index; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_127","GAP index","GAP_index","activity","B","B_severity_index","severity_index","prognostic_index","specific","main","primary_atlas","True","True","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized; class_activity_to_severity_index",5,0.33,"39148737;38813668;35413677"
"CPI_index","(?i:\bcomposite\s+physiolog(?:ic|ical)\s+index\b)","severity_index","vNext: physiologic severity index; v2_patch: uppercase-only acronym with explicit full phrase; safe_complete_patch_20260519; tightened; Removed standalone CPI acronym; retained full index phrase.; v2_qc: No standalone CPI acronym; full composite physiologic/physiological index only.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_128","Composite physiologic index","CPI_index","activity","B","B_severity_index","severity_index","physiologic_severity_index","specific","main","primary_atlas","True","True","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged; class_activity_to_severity_index",0,0,""
"respiratory_failure","(?i:\b(respiratory\s+failure)\b)","outcome","vNext: severe event; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_129","respiratory failure","respiratory_failure","outcome","C","C_secondary_severe_outcome","clinical_outcome","severe_outcome","specific","sensitivity","sensitivity","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Secondary severe clinical outcome retained for supporting/sensitivity analyses, not a primary outcome node.","inline_flags_normalized",22,1.47,"41399072;40004909;36790285"
"LTOT","(?i:\b(long[-\s]?term\s+oxygen\s+therapy|\bLTOT\b)\b)","outcome","vNext: oxygen requirement; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_130","LTOT","LTOT","outcome","C","C_secondary_severe_outcome","clinical_outcome","severe_outcome","specific","sensitivity","sensitivity","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Secondary severe clinical outcome retained for supporting/sensitivity analyses, not a primary outcome node.","inline_flags_normalized",1,0.07,"33197284"
"oxygen_requirement","(?i:\b(oxygen\s+requirement|supplemental\s+oxygen)\b)","outcome","vNext: oxygen need; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_131","oxygen requirement","oxygen_requirement","outcome","C","C_secondary_severe_outcome","clinical_outcome","severe_outcome","specific","sensitivity","sensitivity","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Secondary severe clinical outcome retained for supporting/sensitivity analyses, not a primary outcome node.","inline_flags_normalized",1,0.07,"27788297"
"mechanical_ventilation","(?i:\b(mechanical\s+ventilation|intubat(e|ion))\b)","outcome","vNext: critical care; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_132","mechanical ventilation","mechanical_ventilation","outcome","C","C_secondary_severe_outcome","clinical_outcome","severe_outcome","specific","sensitivity","sensitivity","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Secondary severe clinical outcome retained for supporting/sensitivity analyses, not a primary outcome node.","inline_flags_normalized",5,0.33,"40956071;39908749;39133368"
"ICU_admission","(?i:\b(ICU\s+admission|intensive\s+care\s+unit)\b)","outcome","vNext: critical care; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_133","ICU admission","ICU_admission","outcome","C","C_secondary_severe_outcome","clinical_outcome","severe_outcome","specific","sensitivity","sensitivity","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Secondary severe clinical outcome retained for supporting/sensitivity analyses, not a primary outcome node.","inline_flags_normalized",7,0.47,"40956071;37675163;36575269"
"disease_duration","(?i:\b(disease\s+duration|duration\s+of\s+rheumatoid\s+arthritis|RA\s+duration)\b)","host","vNext: RA duration; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_134","disease duration","disease_duration","host","A","A_RA_clinical_context","host_factor","RA_clinical_context","specific","main","primary_atlas","True","True","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",109,7.3,"41184949;40959170;40869458"
"GERD","(?i:\b(GERD|gastroesophageal\s+reflux)\b)","complication","vNext: comorbidity; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_135","GERD","GERD","complication","A","A_comorbidity","comorbidity_or_complication","comorbidity","specific","main","primary_atlas","True","True","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",8,0.54,"40741830;39640205;36873871"
"COPD","(?i:(?:\bCOPD\b|(?:\bchronic\s+obstructive\s+pulmonary\s+disease\b)|(?:\bemphysema\b)))","complication","vNext: COPD/emphysema spectrum retained under legacy term label; uppercase-only acronym; emphysema-family concept intentionally included; safe_complete_patch_20260519; reverted_to_v1; Kept v1 safety patch; avoids raw complete case-insensitive acronym/full-pattern regression.; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_136","COPD","COPD","complication","A","A_comorbidity","comorbidity_or_complication","comorbidity","specific","main","primary_atlas","True","True","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",66,4.42,"41402949;41375773;41058627"
"glucocorticoid","(?i:\b(prednisone|prednisolone|glucocorticoid(s)?|corticosteroid(s)?)\b)","drug","vNext: steroid therapy; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_137","glucocorticoid","glucocorticoid","drug","A","A_treatment_context","treatment_context","glucocorticoid","specific","treatment_context","treatment_context","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Treatment-context term: abstract-level text may reflect antecedent exposure, treatment selection after ILD worsening, or post-outcome management; not interpreted as causal drug risk or treatment effect.","inline_flags_normalized",126,8.44,"41782975;41624877;41399072"
"drug_induced_ILD","(?i:\b(?:(?:drug|treatment|therapy|medication)[-\s]?(?:induced|related|associated)\s+(?:interstitial\s+lung\s+disease|ILD|pneumonitis|lung\s+injury|pulmonary\s+toxicity)|(?:methotrexate|MTX|leflunomide|LEF|infliximab|etanercept|adalimumab|golimumab|certolizumab|rituximab|abatacept|tocilizumab)[-\s]?(?:induced|related|associated)\s+(?:interstitial\s+lung\s+disease|ILD|pneumonitis|lung\s+injury|pulmonary\s+toxicity)|(?:anti[-\s]?TNF(?:-\alpha)?|TNF[-\s]?(?:inhibitor|blocker|antagonist|therapy)|biologic(?:al)?\s+agent)[-\s]?(?:induced|related|associated)\s+(?:interstitial\s+lung\s+disease|ILD|pneumonitis|lung\s+injury|pulmonary\s+toxicity)|(?:methotrexate|MTX|leflunomide|LEF)\s+(?:pneumonitis|lung\s+injury)|DI[-\s]?ILD)\b)","event","vNext: adverse event / DI-ILD; removed standalone pneumonitis to avoid HP false positives; keeps explicit drug-induced and named-drug-induced ILD/pneumonitis/lung injury; safe_complete_patch_20260519; reverted_to_v1; Kept v1 safety patch; avoids standalone pneumonitis false positives.; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_138","drug induced ILD","drug_induced_ILD","event","C","C_treatment_safety_context","treatment_safety_context","drug_safety_outcome","specific","treatment_context","treatment_context","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Treatment/safety-context outcome: retained for contextual and sensitivity analyses; not used as a primary RA-ILD worsening outcome.","inline_flags_normalized",16,1.07,"33038063;31488947;30647742"
"TERC","(?:\bTERC\b|(?i:\btelomerase\s+RNA\s+component\b))","gene","vNext-genetics: telomere; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_139","TERC","TERC","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",2,0.13,"31268371;22747954"
"RTEL1","(?:\bRTEL1\b|(?i:\bregulator\s+of\s+telomere\s+elongation\b))","gene","vNext-genetics: telomere; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_140","RTEL1","RTEL1","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",2,0.13,"31268371;28495692"
"PARN","(?:\bPARN\b|(?i:\bpoly\(A\)-specific\s+ribonuclease\b))","gene","vNext-genetics: telomere; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_141","PARN","PARN","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",2,0.13,"31268371;28495692"
"DKC1","(?:\bDKC1\b|(?i:\bdyskerin\b))","gene","vNext-genetics: telomere; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_142","DKC1","DKC1","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",1,0.07,"31268371"
"TINF2","(?:\bTINF2\b|(?i:\bTRF1[-\s]?interacting\s+nuclear\s+factor\s+2\b))","gene","vNext-genetics: telomere; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_143","TINF2","TINF2","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",1,0.07,"31268371"
"POT1","(?:\bPOT1\b|(?i:\bprotection\s+of\s+telomeres\s+1\b))","gene","vNext-genetics: telomere; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_144","POT1","POT1","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",0,0,""
"NAF1","(?:\bNAF1\b|(?i:\bnuclear\s+assembly\s+factor\s+1\b))","gene","vNext-genetics: telomere; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_145","NAF1","NAF1","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",0,0,""
"SFTPC","(?:\bSFTPC\b|(?i:\bsurfactant\s+protein\s+C\b))","gene","vNext-genetics: surfactant; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_146","SFTPC","SFTPC","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",2,0.13,"32851322;28495692"
"SFTPA1","(?:\bSFTPA1\b|(?i:\bsurfactant\s+protein\s+A1\b))","gene","vNext-genetics: surfactant; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_147","SFTPA1","SFTPA1","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",0,0,""
"SFTPA2","(?:\bSFTPA2\b|(?i:\bsurfactant\s+protein\s+A2\b))","gene","vNext-genetics: surfactant; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_148","SFTPA2","SFTPA2","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",0,0,""
"SFTPB","(?:\bSFTPB\b|(?i:\bsurfactant\s+protein\s+B\b))","gene","vNext-genetics: surfactant; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_149","SFTPB","SFTPB","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",0,0,""
"ABCA3","(?:\bABCA3\b|(?i:\bATP[-\s]?binding\s+cassette\s+subfamily\s+A\s+member\s+3\b))","gene","vNext-genetics: surfactant; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_150","ABCA3","ABCA3","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",0,0,""
"NKX2-1","(?:\bNKX2-1\b|\bTTF-?1\b|(?i:\bthyroid\s+transcription\s+factor\s+1\b))","gene","vNext-genetics: surfactant; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_151","NKX2‑1","NKX2-1","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",0,0,""
"TOLLIP","(?:\bTOLLIP\b|(?i:\btoll[-\s]?interacting\s+protein\b))","gene","vNext-genetics: IPF GWAS; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_152","TOLLIP","TOLLIP","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",4,0.27,"36155967;35532073;33993221"
"DSP","(?:\bDSP\b|(?i:\bdesmoplakin\b))","gene","vNext-genetics: IPF GWAS; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_153","DSP","DSP","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",0,0,""
"DPP9","(?:\bDPP9\b|(?i:\bdipeptidyl\s+peptidase\s+9\b))","gene","vNext-genetics: IPF GWAS; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_154","DPP9","DPP9","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",0,0,""
"AKAP13","(?:\bAKAP13\b|(?i:\bA[-\s]?kinase\s+anchoring\s+protein\s+13\b))","gene","vNext-genetics: IPF GWAS; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_155","AKAP13","AKAP13","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",0,0,""
"KIF15","(?:\bKIF15\b|(?i:\bkinesin\s+family\s+member\s+15\b))","gene","vNext-genetics: IPF GWAS; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_156","KIF15","KIF15","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",0,0,""
"FAM13A","(?:\bFAM13A\b|(?i:\bfamily\s+with\s+sequence\s+similarity\s+13\s+member\s+A\b))","gene","vNext-genetics: IPF GWAS; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_157","FAM13A","FAM13A","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",4,0.27,"41236136;36717188;35532073"
"DEPTOR","(?:\bDEPTOR\b|(?i:\bDEP\s+domain\s+containing\s+mTOR[-\s]?interacting\s+protein\b))","gene","vNext-genetics: IPF GWAS/immune-metabolic; v2_qc: Retained with metadata annotation.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_158","DEPTOR","DEPTOR","gene","A","A_genetic","genetics","genetic_risk","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",0,0,""
"HMOX1_HO1","(?i:\b(HMOX1|heme\s*oxygenase[-\s]*1|HO-?1)\b)","biomarker","stress-inducible enzyme (HO-1); added_from_v07_biomarker_nonvar; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_159","HMOX1 HO1","HMOX1_HO1","biomarker","B","B_circulating_or_tissue_biomarker","biomarker","oxidative_stress_biomarker","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",0,0,""
"F2_isoprostane","(?i:(?:\b(8[-\s]?iso\s*PGF2(?:α|a)?|F2[-\s]?isoprostane(s)?)\b)|(?:\b(isoprostane(s)?|\bIPF2\b)\b))","biomarker","lipid peroxidation marker; added_from_v07_biomarker_nonvar; merged_var_regex; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_160","F2 isoprostane","F2_isoprostane","biomarker","B","B_circulating_or_tissue_biomarker","biomarker","oxidative_stress_biomarker","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",0,0,""
"MDA_marker","(?i:\b(malondialdehyde|TBARS|thiobarbituric\s*acid\s*reactive\s*substances)\b)","biomarker","lipid peroxidation; added_from_v07_biomarker_nonvar; merged_var_regex; safe_complete_patch_20260519; tightened; Removed standalone MDA acronym because it can mean minimal disease activity in rheumatology contexts; retained malondialdehyde/TBARS wording.; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_161","MDA marker","MDA_marker","biomarker","B","B_circulating_or_tissue_biomarker","biomarker","oxidative_stress_biomarker","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",12,0.8,"41392523;40270956;40033001"
"HNE_4HNE","(?i:(?:\b(4[-\s]?hydroxynonenal|\b4[-\s]?HNE\b)\b)|(?:\b(HNE[-\s]*adduct(s)?)\b))","biomarker","lipid peroxidation adduct; added_from_v07_biomarker_nonvar; merged_var_regex; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_162","HNE 4HNE","HNE_4HNE","biomarker","B","B_circulating_or_tissue_biomarker","biomarker","oxidative_stress_biomarker","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",0,0,""
"GSH_GSSG_ratio","(?i:(?:\b(GSH\s*/\s*GSSG|glutathione\s*(reduced|oxidized)|\bGSSG\b)\b)|(?:\b(total\s*glutathione|oxidized\s*glutathione)\b))","biomarker","redox status; added_from_v07_biomarker_nonvar; merged_var_regex; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_163","GSH GSSG ratio","GSH_GSSG_ratio","biomarker","B","B_circulating_or_tissue_biomarker","biomarker","oxidative_stress_biomarker","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",0,0,""
"8OHdG","(?i:(?:\b(8[-\s]?OHdG|8[-\s]?oxo[-\s]?dG|8[-\s]?hydroxydeoxyguanosine)\b)|(?:\b(8[-\s]?oxoG)\b))","biomarker","DNA oxidation; added_from_v07_biomarker_nonvar; merged_var_regex; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_164","8OHdG","8OHdG","biomarker","B","B_circulating_or_tissue_biomarker","biomarker","oxidative_stress_biomarker","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",0,0,""
"MPO","(?:\bMPO\b|(?i:\bmyeloperoxidase\b))","biomarker","neutrophil enzyme; ROS/NETs axis; added_from_v07_biomarker_nonvar; merged_var_regex; v2_qc: Removed generic peroxidase activity; retained MPO/myeloperoxidase only.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_165","MPO","MPO","biomarker","B","B_circulating_or_tissue_biomarker","biomarker","oxidative_stress_biomarker","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","tightened_or_merged",8,0.54,"40885085;40229742;39844268"
"mtDNA_damage","(?i:\b(mitochondrial\s*DNA\s*(damage|oxidation)|mtDNA\s*damage)\b)","biomarker","oxidative injury; added_from_v07_biomarker_nonvar; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_166","mtDNA damage","mtDNA_damage","biomarker","B","B_circulating_or_tissue_biomarker","biomarker","oxidative_stress_biomarker","specific","exploratory","exploratory","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","","inline_flags_normalized",0,0,""
"DMARD_category","(?i:\b((b/?cs|b|cs|ts)?DMARDs?|disease[-\s]?modifying\s+anti[-\s]?rheumatic\s+drugs?|biologic(al)?\s+DMARDs?|conventional\s+synthetic\s+DMARDs?|targeted\s+synthetic\s+DMARDs?)\b)","drug","complete_from_abstract_20260504; abstract_n=100/1493; A/upstream treatment category; frequent in abstracts; safe_complete_patch_20260519; retained_new_abstract_derived_term_after_low_risk_screen; v2_qc: Regex inline case flags normalized to a single scoped form; no semantic change intended.; v2.1_final: ABC metadata revised; treatment drugs assigned to a treatment-context layer; serology moved to upstream host phenotype; outcome components explicitly labelled.","RAILD_V2_167","DMARD category","DMARD_category","drug","A","A_treatment_context","treatment_context","treatment_category","aggregate","treatment_context","treatment_context","False","False","clinically_or_biologically_interpretable; abstract_regex_qc_passed","Treatment-context term: abstract-level text may reflect antecedent exposure, treatment selection after ILD worsening, or post-outcome management; not interpreted as causal drug risk or treatment effect.","inline_flags_normalized",101,6.76,"41624877;41607594;41399072"
